Product_Name,Product_Price,Product_Price_Per_Count,Product_Link,Timestamp_Date,Timestamp_Time
"Thorne Research - Betaine HCL & Pepsin - Digestive Enzymes for Protein Breakdown and Absorption - 225 Capsules",43.75,0.19/Count,https://www.amazon.ca/Thorne-Research-Digestive-Breakdown-Absorption/dp/B07B6G7TS5/ref=sr_1_8?crid=DU7JCTMAG5WL&keywords=betaine+pepsin&qid=1658296757&sprefix=betaine+pepsin%2Caps%2C245&sr=8-8,2022-07-20,01:59
"Apple iPhone 13 Pro Max Silicone Case with MagSafe - Nectarine",121.54,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06383091L7GA96A258UG&url=%2FApple-iPhone-Silicone-Case-MagSafe%2Fdp%2FB09V42Z15M%2Fref%3Dsr_1_1_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379324%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-1-spons%26psc%3D1&qualifier=1658379324&id=8827507565155016&widgetName=sp_atf,2022-07-21,00:55
"2021 Apple 12.9-inch iPad Pro (Wi-Fi + Cellular, 512GB) - Silver",1979.99,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06390541GWNLKO41W4I2&url=%2FApple-12-9-inch-iPad-Pro-Wi-Fi-Cellular%2Fdp%2FB0933KZ1CJ%2Fref%3Dsr_1_2_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379324%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-2-spons%26psc%3D1&qualifier=1658379324&id=8827507565155016&widgetName=sp_atf,2022-07-21,00:55
"Apple iPhone 11 Pro Max Leather Folio - Raspberry",169.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A10057082CM25SHPICI65&url=%2FApple-Leather-Folio-iPhone-Pro%2Fdp%2FB08633YY8P%2Fref%3Dsr_1_3_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379324%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-3-spons%26psc%3D1&qualifier=1658379324&id=8827507565155016&widgetName=sp_atf,2022-07-21,00:55
"Apple Smart Battery Case with Wireless Charging (for iPhone 11 Pro Max) - White",179.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A10042922SVG4U9MBW5YI&url=%2FApple-Battery-Wireless-Charging-iPhone%2Fdp%2FB081SHT8CL%2Fref%3Dsr_1_4_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379324%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-4-spons%26psc%3D1&qualifier=1658379324&id=8827507565155016&widgetName=sp_atf,2022-07-21,00:55
"Apple iPhone SE 2020 (64GB, 3GB) 4.7 Retina IPS LCD, A13 Bionic, IP67 Water Resistant, Black - Fully Unlocked A2275 (Renewed)",308.58,More buying choices,https://www.amazon.ca/Apple-iPhone-SE-64GB-Black/dp/B088NQXD8T/ref=sr_1_5?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-5,2022-07-21,00:55
"Apple iPhone XR, 64GB, Black - Fully Unlocked (Renewed)",364.99,0,https://www.amazon.ca/Apple-iPhone-XR-64GB-Black/dp/B07P6Y7954/ref=sr_1_6?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-6,2022-07-21,00:55
"Apple iPhone 11, 64GB, Unlocked - Purple (Renewed)",587.99,More buying choices,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B07ZPKF8RG/ref=sr_1_7?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-7,2022-07-21,00:55
"Apple iPhone XR, 64GB, White - Fully Unlocked (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-6-1/dp/B07HCTCRDK/ref=sr_1_8?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-8,2022-07-21,00:55
"Apple iPhone 7 Factory Unlocked Phone - 4.7Inch Screen - 32GB - Black (Refurbished)",217.99,More buying choices,https://www.amazon.ca/Apple-iPhone-Factory-Unlocked-Phone/dp/B01N6YAP98/ref=sr_1_9?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-9,2022-07-21,00:55
"Apple iPhone 8, Fully Unlocked, 64GB - Gold (Renewed)",242.03,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-Refurbished/dp/B0775717ZP/ref=sr_1_10?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-10,2022-07-21,00:55
"Apple iPhone Xs, Fully Unlocked, 64 GB - Space Gray (Renewed)",398.00,0,https://www.amazon.ca/Apple-iPhone-Xs-Fully-Unlocked/dp/B07SC58QBW/ref=sr_1_11?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-11,2022-07-21,00:55
"Apple iPhone 8, GSM Unlocked, 64GB - Space Gray (Renewed)",235.43,More buying choices,https://www.amazon.ca/Apple-iPhone-64GB-Smartphone-Refurbished/dp/B077583FPX/ref=sr_1_12?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-12,2022-07-21,00:55
"Apple iPhone 8, 64GB, Space Gray - Fully Unlocked (Renewed)",323.83,0,https://www.amazon.ca/Apple-iPhone-Display-Unlocked-Refurbished/dp/B0775MV9K2/ref=sr_1_13?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-13,2022-07-21,00:55
"Apple iPhone SE, 64GB, Red - Fully Unlocked (Renewed)",309.50,0,https://www.amazon.ca/Apple-iPhone-SE-64GB-Red/dp/B088N8TF64/ref=sr_1_14?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-14,2022-07-21,00:55
"Apple iPhone 11, US Version, 64GB, Black - Unlocked (Renewed)",526.72,More buying choices,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B07ZPKN6YR/ref=sr_1_15?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-15,2022-07-21,00:55
"Apple iPhone 11 Pro Max, 64GB, Space Gray - Fully Unlocked (Renewed)",999.00,More buying choices,https://www.amazon.ca/Apple-iPhone-64GB-Space-Gray/dp/B07ZQSQSBM/ref=sr_1_16?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-16,2022-07-21,00:55
"Apple iPhone 11 Pro, 64GB, Space Gray - Unlocked (Renewed)",715.00,0,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZPKZSSC/ref=sr_1_17?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-17,2022-07-21,00:55
"Apple iPhone 12 Pro, 128GB, Graphite - Fully Unlocked (Renewed)",1074.81,0,https://www.amazon.ca/Apple-iPhone-Pro-128GB-Graphite/dp/B08PNP5YGV/ref=sr_1_18?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-18,2022-07-21,00:55
"Apple iPhone 8 Plus, Fully Unlocked, 64 GB - Space Gray (Renewed)",336.40,0,https://www.amazon.ca/Apple-iPhone-Plus-Fully-Unlocked/dp/B07YYM3HFW/ref=sr_1_19?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-19,2022-07-21,00:55
"Apple iPhone 11 64GB - Unlocked - 6.1-inch - White (Renewed)",565.00,0,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B08126B44P/ref=sr_1_20?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-20,2022-07-21,00:55
"Apple iPhone 8 4.7in, 64 GB, GSM Unlocked, Silver (Renewed)",274.90,More buying choices,https://www.amazon.ca/Apple-iPhone-Unlocked-Silver-Refurbished/dp/B0775MV9K4/ref=sr_1_21?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-21,2022-07-21,00:55
"Apple iPhone 7 32GB, Unlocked - Silver (Renewed)",169.99,0,https://www.amazon.ca/Apple-iPhone-32GB-Silver-Refurbished/dp/B07Q4LX4JP/ref=sr_1_22?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-22,2022-07-21,00:55
"Apple iPhone 7 - 32GB - GSM Unlocked - Black (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-Unlocked-Black-Refurbished/dp/B078WYWVJG/ref=sr_1_23?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-23,2022-07-21,00:55
"Apple iPhone Xs, Fully Unlocked, 256 GB - Space Gray (Renewed)",409.99,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-256/dp/B07TJBCC7H/ref=sr_1_24?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-24,2022-07-21,00:55
"Apple iPhone XR, US Version, 64GB, White - Unlocked (Renewed)",359.99,0,https://www.amazon.ca/Apple-iPhone-XR-Fully-Unlocked/dp/B07P978C2R/ref=sr_1_25?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-25,2022-07-21,00:55
"Apple iPhone XR, 64GB, Red - Fully Unlocked (Renewed)",388.74,More buying choices,https://www.amazon.ca/Apple-iPhone-XR-64GB-Red/dp/B07P6Y8L3F/ref=sr_1_26?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-26,2022-07-21,00:55
"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",793.17,0,https://www.amazon.ca/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_27?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-27,2022-07-21,00:55
"Apple iPhone Xs, Fully Unlocked, 64 GB - Silver (Renewed)",448.00,0,https://www.amazon.ca/Apple-iPhone-Xs-Fully-Unlocked/dp/B07K4VCLLK/ref=sr_1_28?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-28,2022-07-21,00:55
"Apple iPhone 11 Pro, US Version, 64GB, Midnight Green - Unlocked (Renewed)",699.00,0,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZQRMWVB/ref=sr_1_29?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-29,2022-07-21,00:55
"Apple iPhone 12 Pro, 128GB, Gold - Fully Unlocked (Renewed)",1169.00,0,https://www.amazon.ca/Apple-iPhone-Pro-128GB-Gold/dp/B08PND2PGV/ref=sr_1_30?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-30,2022-07-21,00:55
"Apple iPhone X, GSM Unlocked 5.8in, 64 GB - Space Gray (Renewed)",409.99,0,https://www.amazon.ca/Apple-iPhone-GSM-Unlocked-5-8/dp/B07757R58W/ref=sr_1_31?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-31,2022-07-21,00:55
"Apple iPhone 11 Pro Max, 64GB, Unlocked - Midnight Green (Renewed)",749.95,More buying choices,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZQS6LPZ/ref=sr_1_32?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-32,2022-07-21,00:55
"Apple iPhone Xs Max, Fully Unlocked, 256 GB - Gold (Renewed)",748.90,0,https://www.amazon.ca/Apple-iPhone-Max-Fully-Unlocked/dp/B07KFN43WC/ref=sr_1_33?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-33,2022-07-21,00:55
"Apple iPhone 11 Pro Max, 64GB, Silver - Fully Unlocked (Renewed)",749.99,0,https://www.amazon.ca/Apple-iPhone-11-Pro-Max/dp/B07ZQS31HV/ref=sr_1_34?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-34,2022-07-21,00:55
"Apple iPhone 11, US Version, 128GB, Purple - Unlocked (Renewed)",748.39,0,https://www.amazon.ca/Apple-iPhone-11-128GB-Unlocked/dp/B07ZPJWGKZ/ref=sr_1_35?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-35,2022-07-21,00:55
"Apple iPhone 8 Plus, GSM Unlocked, 64GB - Gold (Renewed)",329.99,0,https://www.amazon.ca/Apple-iPhone-Plus-Unlocked-64GB/dp/B07752FPVQ/ref=sr_1_36?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-36,2022-07-21,00:55
"Apple iPhone 8 64GB Gold GSM Unlocked (Refurbished)",227.00,More buying choices,https://www.amazon.ca/Apple-iPhone-64GB-Unlocked-Refurbished/dp/B078P5BK5G/ref=sr_1_37?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-37,2022-07-21,00:55
"Apple iPhone 7, Fully Unlocked, 32GB - Rose Gold (Renewed)",219.00,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-32GB/dp/B0731HBTZ7/ref=sr_1_38?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-38,2022-07-21,00:55
"Apple iPhone 11 Pro Max, 256GB, Midnight Green, Fully Unlocked (Renewed)",1069.00,0,https://www.amazon.ca/Apple-iPhone-Midnight-Unlocked-Renewed/dp/B07Z4681LQ/ref=sr_1_39?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-39,2022-07-21,00:55
"Apple iPhone 12, 64GB, Blue - Fully Unlocked (Renewed)",795.00,More buying choices,https://www.amazon.ca/Apple-iPhone-12-64GB-Blue/dp/B08PNM1LNZ/ref=sr_1_40?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-40,2022-07-21,00:55
"Apple iPhone 11 Pro, 256GB, Silver - Fully Unlocked (Renewed)",949.00,0,https://www.amazon.ca/Apple-iPhone-Pro-256GB-Unlocked/dp/B07ZQRN3KR/ref=sr_1_41?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-41,2022-07-21,00:55
"Apple iPhone 11, 64GB, Unlocked - Red (Renewed)",568.19,0,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B07ZPKBL9V/ref=sr_1_42?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-42,2022-07-21,00:55
"Apple iPhone 11 Pro, US Version, 64GB, Silver - Unlocked (Renewed)",679.99,0,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZPLT7H6/ref=sr_1_43?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-43,2022-07-21,00:55
"Apple iPhone XR, 64GB, Blue - Fully Unlocked (Renewed)",534.39,More buying choices,https://www.amazon.ca/Apple-iPhone-XR-64GB-Blue/dp/B07P5ZZH8D/ref=sr_1_44?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-44,2022-07-21,00:55
"Apple iPhone 12 Mini, 64GB, Red - Fully Unlocked (Renewed)",649.99,More buying choices,https://www.amazon.ca/Apple-iPhone-12-Mini-64GB/dp/B08PP43P1V/ref=sr_1_45?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-45,2022-07-21,00:55
"Apple iPhone 12, 64GB, White - Fully Unlocked (Renewed)",801.25,0,https://www.amazon.ca/Apple-iPhone-12-64GB-White/dp/B08PPBQM23/ref=sr_1_46?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-46,2022-07-21,00:55
"Apple iPhone 12, 64GB, (Product) Red - Fully Unlocked (Renewed)",779.99,0,https://www.amazon.ca/Apple-iPhone-12-64GB-Product/dp/B08PNXBKN5/ref=sr_1_47?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-47,2022-07-21,00:55
"Apple iPhone X, GSM Unlocked 5.8, 256 GB - Space Gray (Refurbished)",419.99,More buying choices,https://www.amazon.ca/Apple-iPhone-GSM-Unlocked-5-8/dp/B077596D7L/ref=sr_1_48?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-48,2022-07-21,00:55
"Apple iPhone X, GSM Unlocked, 64GB - Space Gray (Renewed)",449.99,0,https://www.amazon.ca/Apple-iPhone-a1901-Unlocked-Refurbished/dp/B07GVRC54W/ref=sr_1_49?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-49,2022-07-21,00:55
"Apple iPhone X, Fully Unlocked 5.8, 256 GB - Silver (Refurbished)",479.00,More buying choices,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-5-8/dp/B0775451TT/ref=sr_1_50?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-50,2022-07-21,00:55
"Apple iPhone Xs, Fully Unlocked, 64 GB - Gold (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-Xs-Fully-Unlocked/dp/B07K4V35TJ/ref=sr_1_51?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-51,2022-07-21,00:55
"Google Pixel 6, 5G Android Phone - Unlocked Smartphone with Wide and Ultrawide Lens - 128GB - Stormy Black",769.99,More buying choices,https://www.amazon.ca/Google-Pixel-Android-Phone-Smartphone/dp/B09HJZPFDD/ref=sr_1_52?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379324&sprefix=iphone%2Caps%2C195&sr=8-52,2022-07-21,00:55
"Apple iPhone 12 Mini Leather Sleeve with MagSafe - Baltic Blue",169.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A102601235SNAQ0FDLY87&url=%2FApple-Leather-Sleeve-MagSafe-iPhone%2Fdp%2FB08MWQ71T3%2Fref%3Dsr_1_49_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379697%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-49-spons%26psc%3D1&qualifier=1658379697&id=1175758170914772&widgetName=sp_atf_next,2022-07-21,01:01
"Apple iPhone 11 Pro Max Leather Folio - Peacock",169.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A100586427DCF08AMCQN6&url=%2FApple-Leather-Folio-iPhone-Pro%2Fdp%2FB0863KM5NB%2Fref%3Dsr_1_50_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379697%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-50-spons%26psc%3D1&qualifier=1658379697&id=1175758170914772&widgetName=sp_atf_next,2022-07-21,01:01
"Apple iPhone 13 Pro Silicone Case with MagSafe - Nectarine",69.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A01296052UTD79Q16KDM&url=%2FApple-iPhone-Silicone-Case-MagSafe%2Fdp%2FB09V3K5V9F%2Fref%3Dsr_1_51_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379697%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-51-spons%26psc%3D1&qualifier=1658379697&id=1175758170914772&widgetName=sp_atf_next,2022-07-21,01:01
